date,status,holiday,statutory,sourceYear,confidence
2020-05-05,OFF,LABOUR_DAY,0,2020,GOV_NOTICE
2020-05-09,WORK,LABOUR_DAY,0,2020,GOV_NOTICE
2020-06-25,OFF,DRAGON_BOAT,1,2020,GOV_NOTICE
2020-06-26,OFF,DRAGON_BOAT,0,2020,GOV_NOTICE
2020-06-27,OFF,DRAGON_BOAT,0,2020,GOV_NOTICE
2020-06-28,WORK,DRAGON_BOAT,0,2020,GOV_NOTICE
2020-09-27,WORK,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-01,OFF,NATIONAL_DAY,1,2020,GOV_NOTICE
2020-10-02,OFF,NATIONAL_DAY,1,2020,GOV_NOTICE
2020-10-03,OFF,NATIONAL_DAY,1,2020,GOV_NOTICE
2020-10-04,OFF,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-05,OFF,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-06,OFF,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-07,OFF,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-08,OFF,NATIONAL_DAY,0,2020,GOV_NOTICE
2020-10-10,WORK,NATIONAL_DAY,0,2020,GOV_NOTICE
2021-01-01,OFF,NEW_YEAR,1,2021,GOV_NOTICE
2021-01-02,OFF,NEW_YEAR,0,2021,GOV_NOTICE
2021-01-03,OFF,NEW_YEAR,0,2021,GOV_NOTICE
2021-02-07,WORK,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-02-11,OFF,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-02-12,OFF,SPRING_FESTIVAL,1,2021,GOV_NOTICE
2021-02-13,OFF,SPRING_FESTIVAL,1,2021,GOV_NOTICE
2021-02-14,OFF,SPRING_FESTIVAL,1,2021,GOV_NOTICE
2021-02-15,OFF,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-02-16,OFF,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-02-17,OFF,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-02-20,WORK,SPRING_FESTIVAL,0,2021,GOV_NOTICE
2021-04-03,OFF,TOMB_SWEEPING,0,2021,GOV_NOTICE
2021-04-04,OFF,TOMB_SWEEPING,1,2021,GOV_NOTICE
2021-04-05,OFF,TOMB_SWEEPING,0,2021,GOV_NOTICE
2021-04-25,WORK,LABOUR_DAY,0,2021,GOV_NOTICE
2021-05-01,OFF,LABOUR_DAY,1,2021,GOV_NOTICE
2021-05-02,OFF,LABOUR_DAY,0,2021,GOV_NOTICE
2021-05-03,OFF,LABOUR_DAY,0,2021,GOV_NOTICE
2021-05-04,OFF,LABOUR_DAY,0,2021,GOV_NOTICE
2021-05-05,OFF,LABOUR_DAY,0,2021,GOV_NOTICE
2021-05-08,WORK,LABOUR_DAY,0,2021,GOV_NOTICE
2021-06-12,OFF,DRAGON_BOAT,0,2021,GOV_NOTICE
2021-06-13,OFF,DRAGON_BOAT,0,2021,GOV_NOTICE
2021-06-14,OFF,DRAGON_BOAT,1,2021,GOV_NOTICE
2021-09-18,WORK,MID_AUTUMN,0,2021,GOV_NOTICE
2021-09-19,OFF,MID_AUTUMN,0,2021,GOV_NOTICE
2021-09-20,OFF,MID_AUTUMN,0,2021,GOV_NOTICE
2021-09-21,OFF,MID_AUTUMN,1,2021,GOV_NOTICE
2021-09-26,WORK,NATIONAL_DAY,0,2021,GOV_NOTICE
2021-10-01,OFF,NATIONAL_DAY,1,2021,GOV_NOTICE
2021-10-02,OFF,NATIONAL_DAY,1,2021,GOV_NOTICE
2021-10-03,OFF,NATIONAL_DAY,1,2021,GOV_NOTICE
2021-10-04,OFF,NATIONAL_DAY,0,2021,GOV_NOTICE
2021-10-05,OFF,NATIONAL_DAY,0,2021,GOV_NOTICE
2021-10-06,OFF,NATIONAL_DAY,0,2021,GOV_NOTICE
2021-10-07,OFF,NATIONAL_DAY,0,2021,GOV_NOTICE
2021-10-09,WORK,NATIONAL_DAY,0,2021,GOV_NOTICE
2022-01-01,OFF,NEW_YEAR,1,2022,GOV_NOTICE
2022-01-02,OFF,NEW_YEAR,0,2022,GOV_NOTICE
2022-01-03,OFF,NEW_YEAR,0,2022,GOV_NOTICE
2022-01-29,WORK,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-01-30,WORK,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-01-31,OFF,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-02-01,OFF,SPRING_FESTIVAL,1,2022,GOV_NOTICE
2022-02-02,OFF,SPRING_FESTIVAL,1,2022,GOV_NOTICE
2022-02-03,OFF,SPRING_FESTIVAL,1,2022,GOV_NOTICE
2022-02-04,OFF,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-02-05,OFF,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-02-06,OFF,SPRING_FESTIVAL,0,2022,GOV_NOTICE
2022-04-02,WORK,TOMB_SWEEPING,0,2022,GOV_NOTICE
2022-04-03,OFF,TOMB_SWEEPING,0,2022,GOV_NOTICE
2022-04-04,OFF,TOMB_SWEEPING,0,2022,GOV_NOTICE
2022-04-05,OFF,TOMB_SWEEPING,1,2022,GOV_NOTICE
2022-04-24,WORK,LABOUR_DAY,0,2022,GOV_NOTICE
2022-04-30,OFF,LABOUR_DAY,0,2022,GOV_NOTICE
2022-05-01,OFF,LABOUR_DAY,1,2022,GOV_NOTICE
2022-05-02,OFF,LABOUR_DAY,0,2022,GOV_NOTICE
2022-05-03,OFF,LABOUR_DAY,0,2022,GOV_NOTICE
2022-05-04,OFF,LABOUR_DAY,0,2022,GOV_NOTICE
2022-05-07,WORK,LABOUR_DAY,0,2022,GOV_NOTICE
2022-06-03,OFF,DRAGON_BOAT,1,2022,GOV_NOTICE
2022-06-04,OFF,DRAGON_BOAT,0,2022,GOV_NOTICE
2022-06-05,OFF,DRAGON_BOAT,0,2022,GOV_NOTICE
2022-09-10,OFF,MID_AUTUMN,1,2022,GOV_NOTICE
2022-09-11,OFF,MID_AUTUMN,0,2022,GOV_NOTICE
2022-09-12,OFF,MID_AUTUMN,0,2022,GOV_NOTICE
2022-10-01,OFF,NATIONAL_DAY,1,2022,GOV_NOTICE
2022-10-02,OFF,NATIONAL_DAY,1,2022,GOV_NOTICE
2022-10-03,OFF,NATIONAL_DAY,1,2022,GOV_NOTICE
2022-10-04,OFF,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-10-05,OFF,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-10-06,OFF,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-10-07,OFF,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-10-08,WORK,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-10-09,WORK,NATIONAL_DAY,0,2022,GOV_NOTICE
2022-12-31,OFF,NEW_YEAR,0,2022,GOV_NOTICE
2023-01-01,OFF,NEW_YEAR,1,2023,GOV_NOTICE
2023-01-02,OFF,NEW_YEAR,0,2023,GOV_NOTICE
2023-01-21,OFF,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-01-22,OFF,SPRING_FESTIVAL,1,2023,GOV_NOTICE
2023-01-23,OFF,SPRING_FESTIVAL,1,2023,GOV_NOTICE
2023-01-24,OFF,SPRING_FESTIVAL,1,2023,GOV_NOTICE
2023-01-25,OFF,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-01-26,OFF,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-01-27,OFF,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-01-28,WORK,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-01-29,WORK,SPRING_FESTIVAL,0,2023,GOV_NOTICE
2023-04-05,OFF,TOMB_SWEEPING,1,2023,GOV_NOTICE
2023-04-23,WORK,LABOUR_DAY,0,2023,GOV_NOTICE
2023-04-29,OFF,LABOUR_DAY,0,2023,GOV_NOTICE
2023-04-30,OFF,LABOUR_DAY,0,2023,GOV_NOTICE
2023-05-01,OFF,LABOUR_DAY,1,2023,GOV_NOTICE
2023-05-02,OFF,LABOUR_DAY,0,2023,GOV_NOTICE
2023-05-03,OFF,LABOUR_DAY,0,2023,GOV_NOTICE
2023-05-06,WORK,LABOUR_DAY,0,2023,GOV_NOTICE
2023-06-22,OFF,DRAGON_BOAT,1,2023,GOV_NOTICE
2023-06-23,OFF,DRAGON_BOAT,0,2023,GOV_NOTICE
2023-06-24,OFF,DRAGON_BOAT,0,2023,GOV_NOTICE
2023-06-25,WORK,DRAGON_BOAT,0,2023,GOV_NOTICE
2023-09-29,OFF,MID_AUTUMN,1,2023,GOV_NOTICE
2023-09-30,OFF,NATIONAL_DAY,0,2023,GOV_NOTICE
2023-10-01,OFF,NATIONAL_DAY,1,2023,GOV_NOTICE
2023-10-02,OFF,NATIONAL_DAY,1,2023,GOV_NOTICE
2023-10-03,OFF,NATIONAL_DAY,1,2023,GOV_NOTICE
2023-10-04,OFF,NATIONAL_DAY,0,2023,GOV_NOTICE
2023-10-05,OFF,NATIONAL_DAY,0,2023,GOV_NOTICE
2023-10-06,OFF,NATIONAL_DAY,0,2023,GOV_NOTICE
2023-10-07,WORK,NATIONAL_DAY,0,2023,GOV_NOTICE
2023-10-08,WORK,NATIONAL_DAY,0,2023,GOV_NOTICE
2024-01-01,OFF,NEW_YEAR,1,2024,GOV_NOTICE
2024-02-04,WORK,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-10,OFF,SPRING_FESTIVAL,1,2024,GOV_NOTICE
2024-02-11,OFF,SPRING_FESTIVAL,1,2024,GOV_NOTICE
2024-02-12,OFF,SPRING_FESTIVAL,1,2024,GOV_NOTICE
2024-02-13,OFF,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-14,OFF,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-15,OFF,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-16,OFF,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-17,OFF,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-02-18,WORK,SPRING_FESTIVAL,0,2024,GOV_NOTICE
2024-04-04,OFF,TOMB_SWEEPING,1,2024,GOV_NOTICE
2024-04-05,OFF,TOMB_SWEEPING,0,2024,GOV_NOTICE
2024-04-06,OFF,TOMB_SWEEPING,0,2024,GOV_NOTICE
2024-04-07,WORK,TOMB_SWEEPING,0,2024,GOV_NOTICE
2024-04-28,WORK,LABOUR_DAY,0,2024,GOV_NOTICE
2024-05-01,OFF,LABOUR_DAY,1,2024,GOV_NOTICE
2024-05-02,OFF,LABOUR_DAY,0,2024,GOV_NOTICE
2024-05-03,OFF,LABOUR_DAY,0,2024,GOV_NOTICE
2024-05-04,OFF,LABOUR_DAY,0,2024,GOV_NOTICE
2024-05-05,OFF,LABOUR_DAY,0,2024,GOV_NOTICE
2024-05-11,WORK,LABOUR_DAY,0,2024,GOV_NOTICE
2024-06-10,OFF,DRAGON_BOAT,1,2024,GOV_NOTICE
2024-09-14,WORK,MID_AUTUMN,0,2024,GOV_NOTICE
2024-09-15,OFF,MID_AUTUMN,0,2024,GOV_NOTICE
2024-09-16,OFF,MID_AUTUMN,0,2024,GOV_NOTICE
2024-09-17,OFF,MID_AUTUMN,1,2024,GOV_NOTICE
2024-09-29,WORK,NATIONAL_DAY,0,2024,GOV_NOTICE
2024-10-01,OFF,NATIONAL_DAY,1,2024,GOV_NOTICE
2024-10-02,OFF,NATIONAL_DAY,1,2024,GOV_NOTICE
2024-10-03,OFF,NATIONAL_DAY,1,2024,GOV_NOTICE
2024-10-04,OFF,NATIONAL_DAY,0,2024,GOV_NOTICE
2024-10-05,OFF,NATIONAL_DAY,0,2024,GOV_NOTICE
2024-10-06,OFF,NATIONAL_DAY,0,2024,GOV_NOTICE
2024-10-07,OFF,NATIONAL_DAY,0,2024,GOV_NOTICE
2024-10-12,WORK,NATIONAL_DAY,0,2024,GOV_NOTICE
2025-01-01,OFF,NEW_YEAR,1,2025,GOV_NOTICE
2025-01-26,WORK,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-01-28,OFF,SPRING_FESTIVAL,1,2025,GOV_NOTICE
2025-01-29,OFF,SPRING_FESTIVAL,1,2025,GOV_NOTICE
2025-01-30,OFF,SPRING_FESTIVAL,1,2025,GOV_NOTICE
2025-01-31,OFF,SPRING_FESTIVAL,1,2025,GOV_NOTICE
2025-02-01,OFF,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-02-02,OFF,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-02-03,OFF,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-02-04,OFF,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-02-08,WORK,SPRING_FESTIVAL,0,2025,GOV_NOTICE
2025-04-04,OFF,TOMB_SWEEPING,1,2025,GOV_NOTICE
2025-04-05,OFF,TOMB_SWEEPING,0,2025,GOV_NOTICE
2025-04-06,OFF,TOMB_SWEEPING,0,2025,GOV_NOTICE
2025-04-27,WORK,LABOUR_DAY,0,2025,GOV_NOTICE
2025-05-01,OFF,LABOUR_DAY,1,2025,GOV_NOTICE
2025-05-02,OFF,LABOUR_DAY,1,2025,GOV_NOTICE
2025-05-03,OFF,LABOUR_DAY,0,2025,GOV_NOTICE
2025-05-04,OFF,LABOUR_DAY,0,2025,GOV_NOTICE
2025-05-05,OFF,LABOUR_DAY,0,2025,GOV_NOTICE
2025-05-31,OFF,DRAGON_BOAT,1,2025,GOV_NOTICE
2025-06-01,OFF,DRAGON_BOAT,0,2025,GOV_NOTICE
2025-06-02,OFF,DRAGON_BOAT,0,2025,GOV_NOTICE
2025-09-28,WORK,NATIONAL_DAY,0,2025,GOV_NOTICE
2025-10-01,OFF,NATIONAL_DAY,1,2025,GOV_NOTICE
2025-10-02,OFF,NATIONAL_DAY,1,2025,GOV_NOTICE
2025-10-03,OFF,NATIONAL_DAY,1,2025,GOV_NOTICE
2025-10-04,OFF,NATIONAL_DAY,0,2025,GOV_NOTICE
2025-10-05,OFF,NATIONAL_DAY,0,2025,GOV_NOTICE
2025-10-06,OFF,MID_AUTUMN,1,2025,GOV_NOTICE
2025-10-07,OFF,NATIONAL_DAY,0,2025,GOV_NOTICE
2025-10-08,OFF,NATIONAL_DAY,0,2025,GOV_NOTICE
2025-10-11,WORK,NATIONAL_DAY,0,2025,GOV_NOTICE
2026-01-01,OFF,NEW_YEAR,1,2026,GOV_NOTICE
2026-01-02,OFF,NEW_YEAR,0,2026,GOV_NOTICE
2026-01-03,OFF,NEW_YEAR,0,2026,GOV_NOTICE
2026-01-04,WORK,NEW_YEAR,0,2026,GOV_NOTICE
2026-02-14,WORK,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-15,OFF,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-16,OFF,SPRING_FESTIVAL,1,2026,GOV_NOTICE
2026-02-17,OFF,SPRING_FESTIVAL,1,2026,GOV_NOTICE
2026-02-18,OFF,SPRING_FESTIVAL,1,2026,GOV_NOTICE
2026-02-19,OFF,SPRING_FESTIVAL,1,2026,GOV_NOTICE
2026-02-20,OFF,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-21,OFF,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-22,OFF,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-23,OFF,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-02-28,WORK,SPRING_FESTIVAL,0,2026,GOV_NOTICE
2026-04-04,OFF,TOMB_SWEEPING,0,2026,GOV_NOTICE
2026-04-05,OFF,TOMB_SWEEPING,1,2026,GOV_NOTICE
2026-04-06,OFF,TOMB_SWEEPING,0,2026,GOV_NOTICE
2026-05-01,OFF,LABOUR_DAY,1,2026,GOV_NOTICE
2026-05-02,OFF,LABOUR_DAY,1,2026,GOV_NOTICE
2026-05-03,OFF,LABOUR_DAY,0,2026,GOV_NOTICE
2026-05-04,OFF,LABOUR_DAY,0,2026,GOV_NOTICE
2026-05-05,OFF,LABOUR_DAY,0,2026,GOV_NOTICE
2026-05-09,WORK,LABOUR_DAY,0,2026,GOV_NOTICE
2026-06-19,OFF,DRAGON_BOAT,1,2026,GOV_NOTICE
2026-06-20,OFF,DRAGON_BOAT,0,2026,GOV_NOTICE
2026-06-21,OFF,DRAGON_BOAT,0,2026,GOV_NOTICE
2026-09-20,WORK,NATIONAL_DAY,0,2026,GOV_NOTICE
2026-09-25,OFF,MID_AUTUMN,1,2026,GOV_NOTICE
2026-09-26,OFF,MID_AUTUMN,0,2026,GOV_NOTICE
2026-09-27,OFF,MID_AUTUMN,0,2026,GOV_NOTICE
2026-10-01,OFF,NATIONAL_DAY,1,2026,GOV_NOTICE
2026-10-02,OFF,NATIONAL_DAY,1,2026,GOV_NOTICE
2026-10-03,OFF,NATIONAL_DAY,1,2026,GOV_NOTICE
2026-10-04,OFF,NATIONAL_DAY,0,2026,GOV_NOTICE
2026-10-05,OFF,NATIONAL_DAY,0,2026,GOV_NOTICE
2026-10-06,OFF,NATIONAL_DAY,0,2026,GOV_NOTICE
2026-10-07,OFF,NATIONAL_DAY,0,2026,GOV_NOTICE
2026-10-10,WORK,NATIONAL_DAY,0,2026,GOV_NOTICE
